SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P145.1A;P145;1A;sa1;https://goo.gl/maps/Vb926bpzmzA2;;;3599;urban;;;;;;;24-06-2018;12:27:00;12:44:00;Moderate breeze 5.5-7.9;15-20;;;;yes;;;;;;;;;;;
P145.1B;P145;1B;sa2;https://goo.gl/maps/Vb926bpzmzA2;;;3599;urban;;;;;;;24-06-2018;17:11:00;17:27:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P145.2A;P145;2A;sa3;https://goo.gl/maps/u6J71u7CiM62;;;3587;skov;;;;;;;24-06-2018;13:14:00;13:37:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P145.2B;P145;2B;sa4;https://goo.gl/maps/u6J71u7CiM62;;;3587;skov;;;;;;;24-06-2018;17:49:00;18:14:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P146.1A;P146;1A;sa1;https://goo.gl/maps/EHdHP3S5kyE2;;;4525;urban;;;;;;;09-06-2018;12:47:00;13:05:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P146.1B;P146;1B;sa2;https://goo.gl/maps/EHdHP3S5kyE2;;;4525;urban;;;;;;;09-06-2018;19:24:00;19:42:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P146.2A;P146;2A;sa3;https://goo.gl/maps/qHSZ4xRKG3m;;;4534;våd;sø, mose, eng;;;;;;30-06-2018;14:20:00;14:38:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P146.2B;P146;2B;sa4;https://goo.gl/maps/qHSZ4xRKG3m;;;4534;våd;sø, mose, eng;;;;;;30-06-2018;19:16:00;19:33:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P147.1A;P147;1A;sa1;https://goo.gl/maps/wWB7db7hCU82;;x;4567;skov;;;;;;;05-06-2018;13:50:00;14:20:00;Gentle breeze 3.4-5.5;20-25;Part of the route was on private road, needs revision in 2019. Drove too long;We drove about 600 meter too long, because of private road. Large part of the road is gravel, could only drive 20-30 km/h;yes;no;yes;;;;;;;;;yes;yes
P147.1B;P147;1B;sa2;https://goo.gl/maps/wWB7db7hCU82;;x;4567;skov;;;;;;;05-06-2018;18:37:00;18:55:00;Gentle breeze 3.4-5.5;20-25;Part of the route was on private road, needs revision in 2019. Do not know if they drove the right route (2A);We saw some large insects (butterflies and a dragon fly), but they did not end in the net;yes;no;yes;;;;;;;;;yes;yes
P147.2A;P147;2A;sa3;https://goo.gl/maps/ttSyQRgARut;;;4556;urban;;;;;;;06-06-2018;12:52:00;13:09:00;Gentle breeze 3.4-5.5;20-25;;We stoped at red light a number of times;;yes;;;;;;;;;;;
P147.2B;P147;2B;sa4;https://goo.gl/maps/ttSyQRgARut;;;4556;urban;;;;;;;06-06-2018;17:43:00;17:59:00;Gentle breeze 3.4-5.5;20-25;;Not so many insects, despite optimal weather conditions. Thanks for well laid-out material. Give yourself a pat on the shoulder :-) We are looking forward to hearing the results. Best Anne Mette;;yes;;;;;;;;;;;
P148.1A;P148;1A;sa1;https://goo.gl/maps/SXuRqEkT8jS2;https://goo.gl/maps/d6phYG36p7M2;x;5506;urban;;;;;;;12-06-2018;13:28:00;13:48:00;Gentle breeze 3.4-5.5;20-25;Got new route. Quadrant and landusetype fits original route. Pilot noted light/gentle wind (rounded up);20-50 km/t, 10 km, no stops. Large insects escapes on the few seconds before the string is tightened.;;yes;;;;;;;;;;;
P148.1B;P148;1B;sa2;https://goo.gl/maps/SXuRqEkT8jS2;https://goo.gl/maps/d6phYG36p7M2;x;5506;urban;;;;;;;12-06-2018;18:38:00;18:59:00;Light Breeze 1.6-3.3;20-25;Got new route. Quadrant and landusetype fits original route. Pilot noted 20 degrees (rounded up);20-50 km/t, no stops. No pesticides in this area, very variated vegetation;;yes;;;;;;;;;;;
P148.2A;P148;2A;sa3;https://goo.gl/maps/j4MrUYjMRk12;https://goo.gl/maps/Ff45jgn7rEp;x;5516;våd;sø, mose;;;;;;12-06-2018;14:29:00;14:45:00;Gentle breeze 3.4-5.5;20-25;Got new route. Quadrant and landusetype fits original route. Pilot noted 20 degrees (rounded up);"40-50 km/t. no stops. The fields in both of the end of the route total ""weed-free"". High vegetation along the fields, mostly grasses. High and dense beech forest in the middle of the route, west of Bråby sø.";;yes;;;;;;;;;;;
P148.2B;P148;2B;sa4;https://goo.gl/maps/j4MrUYjMRk12;https://goo.gl/maps/Ff45jgn7rEp;x;5516;våd;sø, mose;;;;;;12-06-2018;19:40:00;19:57:00;Light Breeze 1.6-3.3;20-25;Got new route. Quadrant and landusetype fits original route. Pilot noted 20 degrees (rounded up);40-50 km/t, no stops.;;yes;;;;;;;;;;;
P149.1A;P149;1A;sa1;https://goo.gl/maps/p5MVoZ4QXQC2;;;4538;mark;intensive, semi-intensive;;;;;;30-06-2018;12:04:00;12:24:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P149.1B;P149;1B;sa2;https://goo.gl/maps/p5MVoZ4QXQC2;;;4538;mark;intensive, semi-intensive;;;;;;30-06-2018;19:20:00;19:39:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P149.2A;P149;2A;sa3;https://goo.gl/maps/3Cjgk48rgrw;;;4539;mark;intensive, markblok;;;;;;28-06-2018;13:10:00;13:27:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P149.2B;P149;2B;sa4;https://goo.gl/maps/3Cjgk48rgrw;;;4539;mark;intensive, markblok;;;;;;28-06-2018;19:43:00;19:58:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P15.1A;P15;1A;sa1;https://goo.gl/maps/PFZ8C1GBEG32;;;3565;urban;;;;;;;02-06-2018;13:13:00;13:26:00;Light Breeze 1.6-3.3;25-30;;Very dry (drawing of a sun);;yes;;;;;;;;;;;
P15.1B;P15;1B;sa2;https://goo.gl/maps/PFZ8C1GBEG32;;;3565;urban;;;;;;;02-06-2018;19:32:00;19:52:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P15.2A;P15;2A;sa3;https://goo.gl/maps/1qhfMHR3ein;;;3566;tør;overdrev;;;;;;02-06-2018;13:50:00;14:08:00;Light Breeze 1.6-3.3;25-30;;Very dry (drawing of a sun);;yes;;;;;;;;;;;
P15.2B;P15;2B;sa4;https://goo.gl/maps/1qhfMHR3ein;;;3566;tør;overdrev;;;;;;02-06-2018;19:00:00;19:20:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P150.1A;P150;1A;sa1;https://goo.gl/maps/2owUBanYtQK2;https://goo.gl/maps/ema8Dzsmmu52;x;3472;skov;;;;;;;07-06-2018;14:49:00;15:06:00;Light Breeze 1.6-3.3;25-30;Got new route. Quadrant and landusetype fits original route;Alternative route arranged with you (marked on the map);;yes;;;;;;;;;;;
P150.1B;P150;1B;sa2;https://goo.gl/maps/2owUBanYtQK2;https://goo.gl/maps/ema8Dzsmmu52;x;3472;skov;;;;;;;07-06-2018;19:39:00;19:58:00;Light Breeze 1.6-3.3;25-30;Got new route. Quadrant and landusetype fits original route;Alternative route arranged with you (marked on the map);;yes;;;;;;;;;;;
P150.2A;P150;2A;sa3;https://goo.gl/maps/Us82RrSnats;;;3483;våd;sø, mose;;;;;;26-06-2018;14:41:00;14:59:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P150.2B;P150;2B;sa4;https://goo.gl/maps/Us82RrSnats;;;3483;våd;sø, mose;;;;;;26-06-2018;19:35:00;19:53:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P151.1A;P151;1A;sa1;https://goo.gl/maps/m9tKVV3cbKv;;;4214;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P151.1B;P151;1B;sa2;https://goo.gl/maps/m9tKVV3cbKv;;;4214;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P151.2A;P151;2A;sa3;https://goo.gl/maps/TY9CCXP8vN42;;;4222;våd;eng, mose, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P151.2B;P151;2B;sa4;https://goo.gl/maps/TY9CCXP8vN42;;;4222;våd;eng, mose, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P152.1A;P152;1A;sa1;https://goo.gl/maps/M5zKVEzt6BC2;;;3382;tør;overdrev, hede;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P152.1B;P152;1B;sa2;https://goo.gl/maps/M5zKVEzt6BC2;;;3382;tør;overdrev, hede;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P152.2A;P152;2A;sa3;https://goo.gl/maps/Aq6TjRhZU5t;;;3372;våd;eng, mose;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P152.2B;P152;2B;sa4;https://goo.gl/maps/Aq6TjRhZU5t;;;3372;våd;eng, mose;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P153.1A;P153;1A;sa1;https://goo.gl/maps/GvTr2BmnP5w;https://goo.gl/maps/at2wiRWn1B32;x;;mark;intensive, extensive, semi-intensive;;;;;;03-06-2018;12:20:00;12:39:00;Gentle breeze 3.4-5.5;20-25;Got new route. Quadrant and land use information is the same. Not possible to find old route in maps, due to newly build highway.;After agreement with Cecilie, I have driven another route: Majgårdvej 6 -> Østerbrødbækvej 5, 7500 Holstrebro. (due to new highway);;yes;;;;;;;;;;;
P153.1B;P153;1B;sa2;https://goo.gl/maps/GvTr2BmnP5w;https://goo.gl/maps/at2wiRWn1B32;x;;mark;intensive, extensive, semi-intensive;;;;;;03-06-2018;18:15:00;18:33:00;Gentle breeze 3.4-5.5;20-25;Got new route. Quadrant and land use information is the same. Not possible to find old route in maps, due to newly build highway.;;;yes;;;;;;;;;;;
P153.2A;P153;2A;sa3;https://goo.gl/maps/ED84QwYVCi42;;;2559;urban;;;;;;;06-06-2018;12:17:00;12:35:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P153.2B;P153;2B;sa4;https://goo.gl/maps/ED84QwYVCi42;;;2559;urban;;;;;;;06-06-2018;18:37:00;18:57:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P154.1A;P154;1A;sa1;https://goo.gl/maps/TxezcVpuVCm;;;2410;våd;eng, mose;;;;;;02-06-2018;13:23:00;13:32:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P154.1B;P154;1B;sa2;https://goo.gl/maps/TxezcVpuVCm;;;2410;våd;eng, mose;;;;;;02-06-2018;17:55:00;18:05:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P154.2A;P154;2A;sa3;https://goo.gl/maps/SnBtZb7wyuk;https://goo.gl/maps/97cgPdV9TrS2;;2421;skov;;;;;;;02-06-2018;14:01:00;14:15:00;Light Breeze 1.6-3.3;25-30;"Pilot drove the wrong way, did not inform us how long ""the new route"" is.";"Drove the oppesite way, at ""gammel landevej""";;no;yes;;;;;;;;;;yes
P154.2B;P154;2B;sa4;https://goo.gl/maps/SnBtZb7wyuk;;;2421;skov;;;;;;;02-06-2018;18:22:00;18:38:00;Light Breeze 1.6-3.3;25-30;Assume that pilot drove the right route second time - no notes from pilot.;;;yes;yes;;;;;;;;;;
P155.1A;P155;1A;sa1;https://goo.gl/maps/dVgrRRSfqVS2;;;5827;urban;;;;;;;28-06-2018;14:30:00;14:50:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P155.1B;P155;1B;sa2;https://goo.gl/maps/dVgrRRSfqVS2;;;5827;urban;;;;;;;28-06-2018;18:30:00;18:50:00;Gentle breeze 3.4-5.5;25-30;;Passed a harvester (thresher) harvesting a grassfield;;yes;;;;;;;;;;;
P155.2A;P155;2A;sa3;https://goo.gl/maps/abyFJhXwBW62;;;5816;våd;strandeng, sø, mose;;;;;;16-06-2018;12:07:00;12:33:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P155.2B;P155;2B;sa4;https://goo.gl/maps/abyFJhXwBW62;;;5816;våd;strandeng, sø, mose;;;;;;16-06-2018;17:07:00;17:31:00;Gentle breeze 3.4-5.5;20-25;;few raindrops for some seconds at the middle of the route;;yes;;;;;;;;;;;
P156.1A;P156;1A;sa1;https://goo.gl/maps/7Q24GBsCzuw;;;6794;skov;;;;;;;05-06-2018;13:45:00;14:10:00;Gentle breeze 3.4-5.5;20-25;;Drove with the net to the distination and back again;;yes;;;;;;;;;;;
P156.1B;P156;1B;sa2;https://goo.gl/maps/7Q24GBsCzuw;;;6794;skov;;;;;;;05-06-2018;17:48:00;18:05:00;Gentle breeze 3.4-5.5;20-25;;Net on out and back;;yes;;;;;;;;;;;
P156.2A;P156;2A;sa3;https://goo.gl/maps/TRsSDtDFCxs;;;6607;urban;;;;;;;24-06-2018;12:21:00;12:35:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P156.2B;P156;2B;sa4;https://goo.gl/maps/TRsSDtDFCxs;;;6607;urban;;;;;;;24-06-2018;17:31:00;17:48:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P157.1A;P157;1A;sa1;https://goo.gl/maps/MXGb3CYgzN42;;;2767;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P157.1B;P157;1B;sa2;https://goo.gl/maps/MXGb3CYgzN42;;;2767;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P157.2A;P157;2A;sa3;https://goo.gl/maps/9ZJiiQNxnFS2;;;2758;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P157.2B;P157;2B;sa4;https://goo.gl/maps/9ZJiiQNxnFS2;;;2758;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P158.1A;P158;1A;sa1;https://goo.gl/maps/K4Pf2GR76ZE2;;;5693;våd;eng, mose, sø;;;;;;28-06-2018;12:25:00;12:45:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P158.1B;P158;1B;sa2;https://goo.gl/maps/K4Pf2GR76ZE2;;;5693;våd;eng, mose, sø;;;;;;28-06-2018;18:20:00;18:40:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P158.2A;P158;2A;sa3;https://goo.gl/maps/aw6x5Uac6222;;;5694;tør;overdrev;;;;;;28-06-2018;13:05:00;13:30:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P158.2B;P158;2B;sa4;https://goo.gl/maps/aw6x5Uac6222;;;5694;tør;overdrev;;;;;;28-06-2018;19:00:00;19:20:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P159.1A;P159;1A;sa1;https://goo.gl/maps/5gd2TUUgh3P2;;;5527;skov;;;;;;;02-06-2018;12:10:00;12:22:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P159.1B;P159;1B;sa2;https://goo.gl/maps/5gd2TUUgh3P2;;;5527;skov;;;;;;;02-06-2018;17:20:00;17:35:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P159.2A;P159;2A;sa3;https://goo.gl/maps/qkioQ9LKfP92;;;5518;mark;;;;;;;26-06-2018;12:45:00;12:56:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P159.2B;P159;2B;sa4;https://goo.gl/maps/qkioQ9LKfP92;;;5518;mark;;;;;;;26-06-2018;17:03:00;17:15:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P16.1A;P16;1A;sa1;https://goo.gl/maps/rgK8Mjbw8x82;https://goo.gl/maps/edsjjStHcgE2;x;4778;urban;;;;;;;10-06-2018;12:20:00;12:35:00;Gentle breeze 3.4-5.5;20-25;Got new route. Quadrant and landusetype fits original route. Different dates 1A1B;Notice, the route is altered compared to the one at the map. The route is driven between rain;;yes;yes;;;;;;;yes;;;
P16.1B;P16;1B;sa2;https://goo.gl/maps/rgK8Mjbw8x82;https://goo.gl/maps/edsjjStHcgE2;x;4778;urban;;;;;;;06-06-2018;18:59:00;19:13:00;Moderate breeze 5.5-7.9;20-25;Got new route. Quadrant and landusetype fits original route. Pilot noted gentle/moderate wind (rounded up). Different dates 1A1B;Notice, the route is altered compared to the one at the map;;yes;yes;;;;;;;yes;;;
P16.2A;P16;2A;sa3;https://goo.gl/maps/Abak5iSSY2C2;;;4735;våd;mose, eng, sø;;;;;;02-06-2018;13:55:00;14:11:00;Gentle breeze 3.4-5.5;25-30;Pilot noted light/gentle wind (rounded up);Full sun;;yes;;;;;;;;;;;
P16.2B;P16;2B;sa4;https://goo.gl/maps/Abak5iSSY2C2;;;4735;våd;mose, eng, sø;;;;;;02-06-2018;17:02:00;17:18:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P160.1A;P160;1A;sa1;https://goo.gl/maps/2kereqdqyrA2;;;3778;urban;;;;;;;25-06-2018;14:30:00;14:51:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P160.1B;P160;1B;sa2;https://goo.gl/maps/2kereqdqyrA2;;;3778;urban;;;;;;;25-06-2018;17:43:00;17:59:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P160.2A;P160;2A;sa3;https://goo.gl/maps/2UksNr1QR342;;;3789;skov;;;;;;;25-06-2018;13:15:00;13:45:00;Gentle breeze 3.4-5.5;20-25;;two cabbage white (Pieris rapae) escaped the net, one of same species should be in the sample that you received. Many butterflies of same species seen in the fields in the trip.;;yes;;;;;;;;;;;
P160.2B;P160;2B;sa4;https://goo.gl/maps/2UksNr1QR342;;;3789;skov;;;;;;;25-06-2018;17:02:00;17:20:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P161.1A;P161;1A;sa1;https://goo.gl/maps/VK6TSjWDVzN2;;;6697;urban;;;;;;;02-06-2018;12:00:00;12:10:00;Light Breeze 1.6-3.3;25-30;Pilot did not drive the trip back;Area (residental) with traffichumps, therefor constant speed was not possible. Note! Did not drive the trip back, read the directions wrong;;no;yes;;;;;;;yes;;yes;
P161.1B;P161;1B;sa2;https://goo.gl/maps/VK6TSjWDVzN2;;;6697;urban;;;;;;;03-06-2018;17:37:00;17:48:00;Gentle breeze 3.4-5.5;25-30;Pilot did not drive the trip back;Note! Did not drive the trip back, read the directions wrong;;no;yes;;;;;;;yes;;yes;
P161.2A;P161;2A;sa3;https://goo.gl/maps/f8jah5swYa82;;;7608;skov;;;;;;;04-06-2018;13:53:00;14:05:00;Moderate breeze 5.5-7.9;20-25;;;;yes;;;;;;;;;;;
P161.2B;P161;2B;sa4;https://goo.gl/maps/f8jah5swYa82;;;7608;skov;;;;;;;04-06-2018;19:23:00;19:35:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P162.1A;P162;1A;sa1;https://goo.gl/maps/YontUQJybRU2;;;7618;urban;;;;;;;01-06-2018;12:45:00;13:05:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P162.1B;P162;1B;sa2;https://goo.gl/maps/YontUQJybRU2;;;7618;urban;;;;;;;01-06-2018;17:49:00;18:04:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P162.2A;P162;2A;sa3;https://goo.gl/maps/v473CPGFRJQ2;;;7609;våd;eng, mose, sø;;;;;;01-06-2018;13:25:00;13:42:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P162.2B;P162;2B;sa4;https://goo.gl/maps/v473CPGFRJQ2;;;7609;våd;eng, mose, sø;;;;;;01-06-2018;17:18:00;17:31:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P163.1A;P163;1A;sa1;https://goo.gl/maps/dX28wz5GLgT2;;;3660;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P163.1B;P163;1B;sa2;https://goo.gl/maps/dX28wz5GLgT2;;;3660;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P163.2A;P163;2A;sa3;https://goo.gl/maps/tkipRC1q8Lo;;;3671;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P163.2B;P163;2B;sa4;https://goo.gl/maps/tkipRC1q8Lo;;;3671;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P164.1A;P164;1A;sa1;https://goo.gl/maps/jM3o3SJe3Ms;;;4596;tør;hede, overdrev;;;;;;04-06-2018;13:50:00;14:20:00;Moderate breeze 5.5-7.9;20-25;Different dates;;;yes;yes;;;;;;;yes;;;
P164.1B;P164;1B;sa2;https://goo.gl/maps/jM3o3SJe3Ms;;;4596;tør;hede, overdrev;;;;;;07-06-2018;19:30:00;20:00:00;Gentle breeze 3.4-5.5;20-25;Different dates;;;yes;yes;;;;;;;yes;;;
P164.2A;P164;2A;sa3;https://goo.gl/maps/K7B7nP1ShL42;;;4586;mark;intensive, semi-intensive;;;;;;03-06-2018;13:40:00;14:00:00;Gentle breeze 3.4-5.5;25-30;Different dates;;;yes;yes;;;;;;;yes;;;
P164.2B;P164;2B;sa4;https://goo.gl/maps/K7B7nP1ShL42;;;4586;mark;intensive, semi-intensive;;;;;;08-06-2018;17:35:00;17:55:00;Gentle breeze 3.4-5.5;25-30;Different dates;;;yes;yes;;;;;;;yes;;;
P165.1A;P165;1A;sa1;https://goo.gl/maps/BryL4zdFhEE2;;;6638;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P165.1B;P165;1B;sa2;https://goo.gl/maps/BryL4zdFhEE2;;;6638;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P165.2A;P165;2A;sa3;https://goo.gl/maps/1Ljw5FQqqK32;;;6616;skov;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P165.2B;P165;2B;sa4;https://goo.gl/maps/1Ljw5FQqqK32;;;6616;skov;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P166.1A;P166;1A;sa1;https://goo.gl/maps/9wp9yeoE2EB2;https://goo.gl/maps/9wp9yeoE2EB2;x;4242;skov;;;;;;;25-06-2018;14:40:00;14:55:00;Light Breeze 1.6-3.3;20-25;Got new route. Original route not in this spreadsheet, check quadrant and land use information;;;yes;;;;;;;;;;;
P166.1B;P166;1B;sa2;https://goo.gl/maps/9wp9yeoE2EB2;https://goo.gl/maps/9wp9yeoE2EB2;x;4242;skov;;;;;;;25-06-2018;19:41:00;19:56:00;Light Breeze 1.6-3.3;20-25;Got new route. Original route not in this spreadsheet, check quadrant and land use information. Pilot noted almost no wind.;A warm day full sun with a lot of flies;;yes;;;;;;;;;;;
P166.2A;P166;2A;sa3;https://goo.gl/maps/QzqDyEDy7Xq;https://goo.gl/maps/QzqDyEDy7Xq;x;4231;tør;overdrev;;;;;;30-06-2018;14:10:00;14:30:00;Gentle breeze 3.4-5.5;20-25;Got new route. Original route not in this spreadsheet, check quadrant and land use information;;;yes;;;;;;;;;;;
P166.2B;P166;2B;sa4;https://goo.gl/maps/QzqDyEDy7Xq;https://goo.gl/maps/QzqDyEDy7Xq;x;4231;tør;overdrev;;;;;;30-06-2018;17:32:00;17:52:00;Light Breeze 1.6-3.3;20-25;Got new route. Original route not in this spreadsheet, check quadrant and land use information;;;yes;;;;;;;;;;;
P167.1A;P167;1A;sa1;https://goo.gl/maps/MryxdMMnwy32;;;2487;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P167.1B;P167;1B;sa2;https://goo.gl/maps/MryxdMMnwy32;;;2487;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P167.2A;P167;2A;sa3;https://goo.gl/maps/aQHss4cqL532;;;2467;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P167.2B;P167;2B;sa4;https://goo.gl/maps/aQHss4cqL532;;;2467;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P168.1A;P168;1A;sa1;https://goo.gl/maps/VFpt63Awwky;;;2538;tør;hede;;;;;;07-06-2018;13:00:00;13:30:00;Gentle breeze 3.4-5.5;25-30;;One stop on the trip;;yes;;;;;;;;;;;
P168.1B;P168;1B;sa2;https://goo.gl/maps/VFpt63Awwky;;;2538;tør;hede;;;;;;07-06-2018;18:15:00;18:30:00;Light Breeze 1.6-3.3;25-30;;The net was better streched at this trip than 1A. Many weeks without rain. Very hot and dry;;yes;;;;;;;;;;;
P168.2A;P168;2A;sa3;https://goo.gl/maps/dBi956ivkhE2;;;2548;tør;hede;;;;;;09-06-2018;13:20:00;13:35:00;Light Breeze 1.6-3.3;25-30;;A bit cloudy, hot and dry;;yes;;;;;;;;;;;
P168.2B;P168;2B;sa4;https://goo.gl/maps/dBi956ivkhE2;;;2548;tør;hede;;;;;;09-06-2018;18:15:00;18:30:00;Gentle breeze 3.4-5.5;25-30;;More windy than 2A;;yes;;;;;;;;;;;
P169.1A;P169;1A;sa1;https://goo.gl/maps/w9dYD4hHZNq;;;3432;våd;eng, mose;;;;;;26-06-2018;12:34:00;12:55:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P169.1B;P169;1B;sa2;https://goo.gl/maps/w9dYD4hHZNq;;;3432;våd;eng, mose;;;;;;26-06-2018;19:05:00;19:35:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P169.2A;P169;2A;sa3;https://goo.gl/maps/4P6U7MCokFN2;;;3452;mark;intensive, extensive, semi-intensive;;;;;;26-06-2018;13:24:00;14:01:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P169.2B;P169;2B;sa4;https://goo.gl/maps/4P6U7MCokFN2;;;3452;mark;intensive, extensive, semi-intensive;;;;;;26-06-2018;18:18:00;18:40:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P17.1A;P17;1A;sa1;https://goo.gl/maps/LgvK8LiQd6S2;;;4779;våd;mose, eng;;;;;;15-06-2018;13:58:00;14:24:00;Gentle breeze 3.4-5.5;20-25;;Slettensvej 296 -> gravel road -> slettensvej 296. Sunshine and few clouds. More garden centers at the start of the trip. Many more insects outside the net, compared to 2A. I saw four butterflies on this trip.;;yes;;;;;;;;;;;
P17.1B;P17;1B;sa2;https://goo.gl/maps/LgvK8LiQd6S2;;;4779;våd;mose, eng;;;;;;15-06-2018;17:15:00;17:43:00;Gentle breeze 3.4-5.5;20-25;;Slettensvej 296 -> gravel road -> Slettensvej 296. More cloudy than 1A. Still many butterflies by windbreak. Lots of insects outside the catching-bag;;yes;;;;;;;;;;;
